# 首笔残留差异白名单：首笔对照里已知且接受的差异。白名单之外一处不符即视为验收失败。
# 规范依据：《通用规范汉字笔顺规范》（GF 0023—2020）——这些字按规范裁定的首笔与对照源
# （hanzi-writer-data，Arphic 字形）的几何分类不一致，属于对照源分笔 / 几何近似的假阳性，本表保留。
# 字<TAB>本表首笔<TAB>对照类别<TAB>说明（h 横 / s 竖 / p 撇 / n 点捺 / z 折）
惶	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
愧	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
愉	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
慨	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
煤	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
煌	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
慎	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
熄	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
熔	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
煽	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
慢	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
慷	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
懂	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
憔	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
懊	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
憎	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
鹤	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
燃	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
懒	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
憾	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
懈	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
燥	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
懦	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
爆	n	s	点首：忄 / 火 / 冖 / 心 的点走向近竖，对照源几何归竖
殷	p	z	撇首：对照源几何归折
躲	p	z	撇首：对照源几何归折
